Location,name,inASA,inASE,default,cli,info,version,status,type
Configuration Files > Game.ini,HairGrowthSpeedMultiplier,Yes,Yes,"1.0 (ASE), 0 (ASA)",skip,Scales the hair growth. Higher values increase speed of growth.,[[254.0]],,float
Configuration Files > Game.ini,HarvestResourceItemAmountClassMultipliers,Yes,Yes,N/A,skip,"Scales on a per-resource type basis, the amount of resources harvested. See [[#HarvestResourceItemAmountClassMultipliers|Items related]] section for more details.",[[189.0]],,(...)
Configuration Files > Game.ini,HarvestXPMultiplier,Yes,Yes,1.0,skip,Scales the amount of XP earned for harvesting.,[[243.0]],,float
Configuration Files > Game.ini,IgnorePVPMountedWeaponryRestrictions,Yes,No,False,skip,,[[68.5]],,boolean
Configuration Files > Game.ini,IncreasePvPRespawnIntervalBaseAmount,Unknown,Yes,60.0,skip,"If <code>bIncreasePvPRespawnInterval</code> is <code>True</code>, sets the additional [[PvP]] re-spawn time in seconds that scales (<code>IncreasePvPRespawnIntervalMultiplier</code>) when a player is killed by a team within a certain amount of time (<code>IncreasePvPRespawnIntervalCheckPeriod</code>).",[[196.0]],,float
Configuration Files > Game.ini,IncreasePvPRespawnIntervalCheckPeriod,Unknown,Yes,300.0,skip,"If <code>bIncreasePvPRespawnInterval</code> is <code>True</code>, sets the amount of time in seconds within a player re-spawn time increases (<code>IncreasePvPRespawnIntervalBaseAmount</code>) and scales (<code>IncreasePvPRespawnIntervalMultiplier</code>) when it is killed by a team in [[PvP]].",[[196.0]],,float
Configuration Files > Game.ini,IncreasePvPRespawnIntervalMultiplier,Unknown,Yes,2.0,skip,"If <code>bIncreasePvPRespawnInterval</code> is <code>True</code>, scales the [[PvP]] additional re-spawn time (<code>IncreasePvPRespawnIntervalBaseAmount</code>) when a player is killed by a team within a certain amount of time (<code>IncreasePvPRespawnIntervalCheckPeriod</code>).",[[196.0]],,float
Configuration Files > Game.ini,ItemStatClamps[<attribute>],Unknown,Yes,N/A,skip,Globally clamps item stats. See [[#ItemStatClamps|Items related]] section for more details. Requires <code>?ClampItemStats=true</code> option in the command line.,[[255.0]],,value
Configuration Files > Game.ini,KillXPMultiplier,Yes,Yes,1.0,skip,Scale the amount of XP earned for a kill.,[[243.0]],,float
Configuration Files > Game.ini,LayEggIntervalMultiplier,Yes,Yes,1.0,skip,Scales the time between eggs are spawning / being laid. Higher number increases it (by percentage).,[[218.0]],,float
Configuration Files > Game.ini,LevelExperienceRampOverrides,Yes,Yes,N/A,skip,Configures the total number of levels available to players and tame creatures and the experience points required to reach each level. See [[#Players and tames levels override related|Players and tames levels override]] section for more details.,[[179.0]],,(...)
Configuration Files > Game.ini,LimitNonPlayerDroppedItemsCount,Unknown,Yes,0,skip,Limits the number of dropped items in the area defined by <code>LimitNonPlayerDroppedItemsRange</code>. Official servers have it set to <code>600</code>.,[[302.4]],,integer
Configuration Files > Game.ini,LimitNonPlayerDroppedItemsRange,Unknown,Yes,0,skip,Sets the area range (in Unreal Units) in which the option <code>LimitNonPlayerDroppedItemsCount</code> applies. Official servers have it set to <code>1600</code>.,[[302.4]],,integer
Configuration Files > Game.ini,MatingIntervalMultiplier,Yes,Yes,1.0,skip,Scales the interval between tames can mate. A lower value decreases it (on a percentage scale). Example: a value of 0.5 would allow tames to mate 50% sooner.,[[219.0]],,float
Configuration Files > Game.ini,MatingSpeedMultiplier,Yes,Yes,1.0,skip,Scales the speed at which tames mate with each other. A higher value increases it (by percentage). Example: MatingSpeedMultiplier=2.0 would cause tames to complete mating in half the normal time.,,,float
Configuration Files > Game.ini,MaxAlliancesPerTribe,Unknown,Yes,N/A,skip,"If set, defines the maximum alliances a tribe can form or be part of.",[[265.0]],,integer
Configuration Files > Game.ini,MaxFallSpeedMultiplier,Yes,Yes,1.0,skip,"Defines the falling speed multiplier at which players starts taking fall damage. The falling speed is based on the time players spent in the air while having a negated Z axis velocity meaning that the higher this setting is, the longer players can fall without taking fall damage. For example, having it set to <code>0.1</code> means players will no longer survive a regular jump while having it set very high such as to <code>100.0</code> means players will survive a fall from the sky limit, etc. This setting doesn't affect the gravity scale of the players so there won't be any physics difference to the character movements.",[[279.224]],,float
Configuration Files > Game.ini,MaxNumberOfPlayersInTribe,Unknown,Yes,0,skip,Sets the maximum survivors allowed in a tribe. A value of 1 effectively disables tribes. The default value of 0 means there is no limit about how many survivors can be in a tribe.,[[242.0]],,integer
Configuration Files > Game.ini,MaxTribeLogs,Unknown,Yes,400,skip,Sets how many Tribe log entries are displayed for each tribe.,[[242.0]],,integer
Configuration Files > Game.ini,MaxTribesPerAlliance,Unknown,Yes,N/A,skip,"If set, defines the maximum of tribes in an alliance.",[[265.0]],,integer
Configuration Files > Game.ini,NPCReplacements,Unknown,Yes,N/A,skip,Globally replaces specific creatures with another using class names. See [[#NPCReplacements|Creature Spawn related]] section for more detail.,[[196.0]],,(...)
Configuration Files > Game.ini,OverrideMaxExperiencePointsDino,Unknown,Yes,N/A,skip,Overrides the max XP cap of tame characters by exact specified amount.,[[189.0]],,integer
Configuration Files > Game.ini,OverrideMaxExperiencePointsPlayer,Unknown,Yes,N/A,skip,Overrides the max XP cap of players characters by exact specified amount.,[[189.0]],,integer
Configuration Files > Game.ini,OverrideEngramEntries,Unknown,Yes,N/A,skip,"Configures the status and requirements for learning an engram, specified by its index. See [[#OverrideEngramEntries_and_OverrideNamedEngramEntries|Engram Entries related]] section for more detail.",[[179.0]],,(...)
Configuration Files > Game.ini,OverrideNamedEngramEntries,Yes,Yes,N/A,skip,"Configures the status and requirements for learning an engram, specified by its name. See [[#OverrideEngramEntries_and_OverrideNamedEngramEntries|Engram Entries related]] section for more detail.",[[179.0]],,(...)
Configuration Files > Game.ini,OverridePlayerLevelEngramPoints,Unknown,Yes,N/A,skip,"Configures the number of engram points granted to players for each level gained. This option must be repeated for each player level set on the server, e.g.: if there are 65 player levels available this option should appear 65 times, with the first setting the engram points for reaching level 1, the next one setting engram points for level 2 and so on, all the way to the 65th which configures engram points for level 65.
 OverridePlayerLevelEngramPoints=5
 OverridePlayerLevelEngramPoints=20
 ...
 OverridePlayerLevelEngramPoints=300",[[179.0]],,integer
Configuration Files > Game.ini,PassiveTameIntervalMultiplier,Unknown,Yes,1.0,skip,Scales how often a survivor get tame requests for passive tame creatures.,[[278.0]],,float
Configuration Files > Game.ini,PerLevelStatsMultiplier_Player['''<integer>'''],Yes,Yes,N/A,skip,Scales Player stats. See [[#PerLevelStatsMultiplier|Level stats related]] section for more detail.,[[202.0]],,float
Configuration Files > Game.ini,PerLevelStatsMultiplier_DinoTamed'''<_type>'''['''<integer>'''],Unknown,Yes,N/A,skip,Scales tamed creature stats. See [[#PerLevelStatsMultiplier|Level stats related]] section for more detail.,[[202.0]],,float
Configuration Files > Game.ini,PerLevelStatsMultiplier_DinoWild['''<integer>'''],Unknown,Yes,N/A,skip,Scales wild creatures stats. See [[#PerLevelStatsMultiplier|Level stats related]] section for more detail.,[[202.0]],,float
Configuration Files > Game.ini,PhotoModeRangeLimit,Yes,No,3000,skip,Defines the maximum distance between photo mode camera position and player position.,,,integer
Configuration Files > Game.ini,PlayerBaseStatMultipliers[<attribute>],Unknown,Yes,N/A,skip,Changes the base stats of a player by multiplying with the default value. Meaning the start stats of a new spawned character. See [[#PlayerBaseStatMultipliers|Stats related]] section for more detail.,[[254.6]],,multiplier
Configuration Files > Game.ini,PlayerHarvestingDamageMultiplier,Unknown,Yes,1.0,skip,"Scales the damage done to a harvestable item/entity by a Player. A higher value increases it (by percentage): the higher number, the faster the survivors collects.",[[231.1]],,float
Configuration Files > Game.ini,PoopIntervalMultiplier,Yes,Yes,1.0,skip,Scales how frequently survivors can poop. Higher value decreases it (by percentage),[[218.0]],,float
Configuration Files > Game.ini,PreventBreedingForClassNames,Unknown,Yes,N/A,skip,"Prevents breeding of specific creatures via classname. E.g. <code>PreventBreedingForClassNames=""Argent_Character_BP_C""</code>. Creature classnames can be found on the [[Creature IDs]] page.",,,"""<string>"""
Configuration Files > Game.ini,PreventDinoTameClassNames,Unknown,Yes,N/A,skip,"Prevents taming of specific dinosaurs via classname. E.g. <code>PreventDinoTameClassNames=""Argent_Character_BP_C""</code>. Dino classnames can be found on the [[Creature IDs]] page.",[[194.0]],,"""<string>"""
Configuration Files > Game.ini,PreventOfflinePvPConnectionInvincibleInterval,Unknown,Yes,5.0,skip,Specifies the time in seconds a player cannot take damages after logged-in.,[[278.0]],,float
Configuration Files > Game.ini,PreventTransferForClassNames,No,Yes,N/A,skip,"Prevents transfer of specific creatures via classname. E.g. <code>PreventTransferForClassNames=""Argent_Character_BP_C""</code>Creature classnames can be found on the [[Creature IDs]] page.",[[326.13]],,"""<string>"""
Configuration Files > Game.ini,PvPZoneStructureDamageMultiplier,Unknown,Yes,6.0,skip,"Specifies the scaling factor for damage structures take within caves. The lower the value, the less damage the structure takes (i.e. setting to 1.0 will make structure built in or near a cave receive the same amount of damage as those built on the surface).",[[187.0]],,float
Configuration Files > Game.ini,ResourceNoReplenishRadiusPlayers,Yes,Yes,1.0,skip,Controls how resources regrow closer or farther away from players. Values higher than 1.0 increase the distance around players where resources are not allowed to grow back. Values between 0 and 1.0 will reduce it.,[[196.0]],,float
Configuration Files > Game.ini,ResourceNoReplenishRadiusStructures,Yes,Yes,1.0,skip,Controls how resources regrow closer or farther away from structures Values higher than 1.0 increase the distance around structures where resources are not allowed to grow back. Values between 0 and 1.0 will reduce it.,[[196.0]],,float
Configuration Files > Game.ini,SpecialXPMultiplier,Yes,Yes,1.0,skip,Scale the amount of XP earned for SpecialEvent.,[[243.0]],,float
Configuration Files > Game.ini,StructureDamageRepairCooldown,Unknown,Yes,180,skip,"Option for cooldown period on structure repair from the last time damaged. Set to 180 seconds by default, 0 to disable it.",[[222.0]],,integer
Configuration Files > Game.ini,SupplyCrateLootQualityMultiplier,Unknown,Yes,1.0,skip,Increases the quality of items that have a quality in the supply crates. Valid values are from 1.0 to 5.0. The quality also depends on the Difficulty Offset.,[[260.0]],,float
Configuration Files > Game.ini,TamedDinoCharacterFoodDrainMultiplier,Unknown,Yes,1.0,skip,Scales how fast tame creatures consume food.,[[278.0]],,float
Configuration Files > Game.ini,TamedDinoClassDamageMultipliers,Unknown,Yes,N/A,skip,Globally overrides tamed creatures damages. See [[#DinoClassDamageMultipliers|Creature Stats related]] section for more details.,[[194.0]],,(...)
Configuration Files > Game.ini,TamedDinoClassResistanceMultipliers,Unknown,Yes,N/A,skip,Globally overrides tamed creatures resistance. See [[#DinoClassResistanceMultipliers|Creature Stats related]] section for more details.,[[194.0]],,(...)
Configuration Files > Game.ini,TamedDinoTorporDrainMultiplier,Unknown,Yes,1.0,skip,Scales how fast tamed creatures lose torpor.,[[278.0]],,float
Configuration Files > Game.ini,TribeTowerBonusMultiplier,Yes,No,2.0,skip,Multiplier for Tribe Tower bonus.,[[68.5]],,float
Configuration Files > Game.ini,TribeSlotReuseCooldown,Unknown,Yes,0.0,skip,"Locks a tribe slot for the value in seconds, e.g.: a value of 3600 would mean that if a survivor leaves the tribe, their place cannot be taken by another survivor (or re-join) for 1 hour. Used on Official Small Tribes Servers.",[[280.114]],,float
Configuration Files > Game.ini,UseCorpseLifeSpanMultiplier,Unknown,Yes,1.0,skip,Modifies corpse and dropped box lifespan.,[[275.0]],,float
Configuration Files > Game.ini,WildDinoCharacterFoodDrainMultiplier,Yes,Yes,1.0,skip,Scales how fast wild creatures consume food.,[[278.0]],,float
Configuration Files > Game.ini,WildDinoTorporDrainMultiplier,Unknown,Yes,1.0,skip,Scales how fast wild creatures lose torpor.,[[278.0]],,float
Configuration Files > Game.ini,WirelessCraftingRangeOverride,Yes,No,3000,skip,Sets the wireless crafting range (in Unreal Units) on [[Tek Dedicated Storage]].,,,integer
Configuration Files > Game.ini,bHardLimitTurretsInRange,Unknown,Yes,False,skip,"If <code>True</code>, enables the retroactive turret hard limit (100 turrets within a 10k unit radius).",[[278.0]],,boolean
Configuration Files > Game.ini,bLimitTurretsInRange,Unknown,Yes,True,skip,"If <code>False</code>, doesn't limit the maximum allowed automated turrets (including [[Plant Species X]]) in a certain range.",[[274.0]],,boolean
Configuration Files > Game.ini,LimitTurretsNum,Unknown,Yes,100,skip,Determines the maximum number of turrets that are allowed in the area.,[[274.0]],,integer
Configuration Files > Game.ini,LimitTurretsRange,Unknown,Yes,10000.0,skip,Determines the area in Unreal Unit in which turrets are added towards the limit.,[[274.0]],,float
Configuration Files > Game.ini,ValgueroMemorialEntries,Yes,No,N/A,skip,"The Valguero Memorial is now interactable, honouring those who have ascended by displaying their names. Server owners can customize the list of names.",[[ASA  73.12]],,"list of player names, semicolon-separated with no spaces, in a single line (for example: <code>Name1;Name2;Name3;</code>)"
Configuration Files > Game.ini,AdjustableMutagenSpawnDelayMultiplier,Unknown,Yes,1.0,skip,"Scales the Mutagen spawn rates. By default, The game attempts to spawn them every 8 hours on dedicated servers, and every hour on non-dedicated servers and single-player. Rising this value will rise the re-spawn interval, lowering will make it shorter.",[[329.5]],,float
Configuration Files > Game.ini,BaseHexagonRewardMultiplier,Yes,Yes,1.0,skip,Scales the missions score hexagon rewards. Also scales token rewards in Club Ark (ASA).,[[329.5]],,float
Configuration Files > Game.ini,bDisableHexagonStore,Unknown,Yes,False,skip,"If <code>True</code>, disables the Hexagon store",[[329.5]],,boolean
Configuration Files > Game.ini,bDisableDefaultMapItemSets,Unknown,Yes,False,skip,"If <code>True</code>, disables Genesis 2 Tek Suit on Spawn.",[[329.7]],,boolean
Configuration Files > Game.ini,bDisableGenesisMissions,Unknown,Yes,False,skip,"If <code>True</code>, disables missions on Genesis.",[[306.79]],,boolean
Configuration Files > Game.ini,bDisableWorldBuffs,Unknown,Yes,False,skip,"If <code>True</code>, disables world effects from [[Missions (Genesis: Part 2)]] altogether. To disable specific world buffs, see <code>DisableWorldBuffs</code> of [[#DynamicConfig|#DynamicConfig]].",[[329.51]],,boolean
Configuration Files > Game.ini,bEnableWorldBuffScaling,Unknown,Yes,False,skip,"If <code>True</code>, makes world effects from [[Missions (Genesis: Part 2)]] scale from server settings, rather than add/subtract a flat amount to the value at runtime.",[[329.25]],,boolean
Configuration Files > Game.ini,bGenesisUseStructuresPreventionVolumes,Unknown,Yes,False,skip,"If <code>True</code>, disables building in mission areas on [[Genesis: Part 1]].",[[306.53]],,boolean
Configuration Files > Game.ini,bHexStoreAllowOnlyEngramTradeOption,Unknown,Yes,False,skip,"If <code>True</code>, allows only Engrams to be sold on the Hex Store, disables everything else.",[[329.5]],,boolean
Configuration Files > Game.ini,HexagonCostMultiplier,Yes,Yes,1.0,skip,Scales the hexagon cost of items in the Hexagon store. Also scales token cost of items in Club Ark (ASA).,[[329.5]],,float
Configuration Files > Game.ini,MutagenLevelBoost['''<Stat_ID>'''],Unknown,Yes,N/A,skip,States the number of levels {{ItemLink|Mutagen}} adds to tames with wild ancestry. See [[#MutagenLevelBoost|Stats related]] section for more details.,[[329.51]],,integer
Configuration Files > Game.ini,MutagenLevelBoost_Bred['''<Stat_ID>'''],Unknown,Yes,N/A,skip,"Alike as <code>MutagenLevelBoost</code>, but for bred tames. See [[#MutagenLevelBoost_Bred|Stats related]] section for more details.",[[329.51]],,integer
Configuration Files > Game.ini,WorldBuffScalingEfficacy,Unknown,Yes,1.0,skip,"Makes world effects from [[Missions (Genesis: Part 2)]] scaling more or less effective when setting <code>bEnableWorldBuffScaling=True</code>. 1 would be default, 0.5 would be 50% less effective, 100 would be 100x more effective.",[[329.51]],,float
Configuration Files > Game.ini > [ModInstaller],ModIDS,No,Yes,,skip,"Specifies a single Steam Workshop Mods/Maps/TC ID to download/install/update on the server. To handle multiple IDs, multiple lines must be added with the same syntax, each one with the specific workshop ID. Requires <code>-automanagedmods</code> in the command line. Example:
 [ModInstaller]
 ModIDS=123456789
 ModIDS=987654321
 ModIDS=147852369
'''Note:''' to active mods it's required to use the <code>ActiveMods</code> options in <code>[ServerSettings]</code> section of ''GameUserSettings.ini'' or in the command line.",[[244.3]],,ModID
DynamicConfig,ActiveEventColors,No,Yes,N/A,skip,"This will activate the associated colours of an event:
<table class=""wikitable"">
<tr><th>eventname</th><th>Description</th></tr>
<tr><td><code>easter</code></td><td>[[ARK: Eggcellent Adventure 7]]</td></tr>
<tr><td><code>FearEvolved</code></td><td>[[ARK: Fear Evolved 6]]</td></tr>
<tr><td><code>PAX</code></td><td>[[ARK: PAX Party]]'', Re-added in [[357.12]]''</td></tr>
<tr><td><code>Summer</code></td><td>[[ARK: Summer EVO]]</td></tr>
<tr><td><code>TurkeyTrial</code></td><td>[[ARK: Turkey Trial 6]]</td></tr>
<tr><td><code>vday</code></td><td>[[Valentine's EVO Event]]</td></tr>
<tr><td><code>WinterWonderland</code></td><td>[[ARK: Winter Wonderland 7]]</td></tr>
<tr><td><code>custom</code></td><td>If specified, you have to provide the colours in <code>DynamicColorset</code>.</td></tr>
</table>",[[356.11]],,string
DynamicConfig,BabyCuddleIntervalMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[316.18]],,float
DynamicConfig,BabyFoodConsumptionSpeedMultiplier,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
DynamicConfig,BabyImprintAmountMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[316.18]],,float
DynamicConfig,BabyMatureSpeedMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[307.2]],,float
DynamicConfig,bDisableDinoDecayPvE,Unknown,Yes,False,skip,Same as <code>DisableDinoDecayPvE</code> in ''GameUserSettings.ini''.,,,boolean
DynamicConfig,bDisableStructureDecayPvE,Unknown,Yes,False,skip,Same as <code>DisableStructureDecayPvE</code> in ''GameUserSettings.ini''.,,,boolean
DynamicConfig,bPvPDinoDecay,Unknown,Yes,False,skip,Same as <code>PvPDinoDecay</code> in ''GameUserSettings.ini''.,,,boolean
DynamicConfig,bPvPStructureDecay,Unknown,Yes,False,skip,Same as <code>PvPStructureDecay</code>as in ''GameUserSettings.ini''.,,,boolean
DynamicConfig,bUseAlarmNotifications,Unknown,Yes,N/A,skip,Toggles web alarm notifications. See [[Web_Notifications|Web Notifications]] for more details. Undocumented by Wildcard.,,deprecated,boolean
DynamicConfig,CropGrowthSpeedMultiplier,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
DynamicConfig,CustomRecipeEffectivenessMultiplier,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
DynamicConfig,DinoCharacterFoodDrainMultiplier,Unknown,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,,,float
DynamicConfig,DisableTimestampVerification,Unknown,Yes,False,skip,Undocumented.,,deprecated,boolean
DynamicConfig,DisableWorldBuffs,Unknown,Yes,N/A,skip,"Disabling specific world buffs on [[Genesis: Part 2]] that would be increased beyond normal values on those Arks with other multiplier changes.<br/>'''Note:''' buffs must be specified in a single row comma separated list without spaces.<br/>Known buff identifiers: <code>MATINGINTERVAL_DOWN_HARD</code>, <code>MATINGINTERVAL_DOWN_MEDIUM</code>, <code>MATINGINTERVAL_DOWN_EASY</code>, <code>BABYMATURE_BOON_EASY</code>, <code>BABYMATURE_BOON_MEDIUM</code>, <code>BABYMATURE_BOON_HARD</code>.",,,string
DynamicConfig,DynamicUndermeshRegions,Unknown,Yes,1.0,skip,Forces dynamic undermesh volume update. Undocumented.,,deprecated,string
DynamicConfig,DynamicColorset,Yes,Yes,N/A,skip,"Comma-separated list of [[Color_IDs#List_of_colors|colour names]], names must be **exact**, accounting for special characters and spaces. <code>DynamicColorset</code> will only be used if using <code>ActiveEventColors=custom</code>.",[[356.11]],,string
DynamicConfig,DynamicColorsetChanceOverride,Yes,Unknown,N/A,skip,Sets the chance of the Dynamic Colorset being applied from 0.0 to 1.0 (0-100%). With nothing here the chance is 0.25 (25%).,[[56.13]],,float
DynamicConfig,EggHatchSpeedMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[307.2]],,float
DynamicConfig,EnableFullDump,Unknown,Yes,False,skip,Forces full server memory dump on server crash. Undocumented by Wildcard.,,deprecated,boolean
DynamicConfig,EnableWorldBuffScaling,Unknown,Yes,False,skip,Same as <code>bEnableWorldBuffScaling</code> in ''Game.ini''.,,,boolean
DynamicConfig,GMaxFlameThrowerServerTicksPerFrame,Unknown,Yes,5,skip,"Controls the tick rate of [[Flamethrower]] per server tick, i.e.: the shooting speed of Flamethrower per server tick instead of per fixed time. Higher values will make the Flamethrower using more ammos per server tick. Using too high values may result in server performance issues. Undocumented by Wildcard.",,deprecated,integer
DynamicConfig,GlobalSpoilingTimeMultiplier,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
DynamicConfig,GUseServerNetSpeedCheck,Unknown,Yes,False,skip,"It should avoid players to accumulate too much movements data per server tick, discarding the last if those are too many. Can be turned on also with <code>-UseServerNetSpeedCheck</code> command line option. Enabled on official clusters. May be useful for servers having too many players and stressed on CPU side. Undocumented by Wildcard.",,deprecated,boolean
DynamicConfig,HarvestAmountMultiplier,Yes,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,[[307.2]],,float
DynamicConfig,HexagonRewardMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[316.18]],,float
DynamicConfig,MatingIntervalMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[307.2]],,float
DynamicConfig,MatingSpeedMultiplier,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
DynamicConfig,NPCReplacements,Unknown,Yes,N/A,skip,Globally replaces specific creatures with another using class names. See [[#NPCReplacements|Creature Spawn related]] section.,,,string
DynamicConfig,PvEDinoDecayPeriodMultiplier,Unknown,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,,,float
DynamicConfig,PvEStructureDecayPeriodMultiplier,Unknown,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,,,float
DynamicConfig,StructureDamageMultiplier,Unknown,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,,,float
DynamicConfig,TamingSpeedMultiplier,Unknown,Yes,1.0,skip,See same option in ''GameUserSettings.ini''.,[[307.2]],,float
DynamicConfig,TributeDinoExpirationSeconds,Unknown,Yes,86400,skip,See same option in ''GameUserSettings.ini''.,,,integer
DynamicConfig,TributeItemExpirationSeconds,Unknown,Yes,86400,skip,See same option in ''GameUserSettings.ini''.,,,integer
DynamicConfig,XPMultiplier,Yes,Yes,1.0,skip,See same option in ''Game.ini''.,[[307.2]],,float
DynamicConfig,WorldBuffScalingEfficacy,Unknown,Yes,1.0,skip,See same option in ''Game.ini''.,,,float
